160	165	222
160	165	222
160	165	222
160	165	222
160	165	222
160	165	222
160	165	222
160	165	222
160	165	222
161	165	222
161	165	222
161	165	222
161	165	222
161	165	222
161	165	222
161	165	222
161	165	222
162	165	222
162	165	222
162	165	222
162	165	222
162	165	222
162	165	222
162	165	222
163	165	222
163	165	222
163	165	222
163	165	222
163	165	222
163	165	222
164	165	222
164	165	222
164	165	222
164	165	222
164	165	222
165	165	222
165	165	222
165	165	222
165	165	222
165	165	222
166	165	222
166	165	222
166	165	222
166	165	222
167	165	222
167	165	222
167	165	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
171	164	222
160	160	128
171	164	222
160	160	128
171	163	222
171	163	222
171	163	222
171	162	222
171	162	222
171	162	222
171	162	222
171	162	222
171	161	222
171	161	222
171	161	222
171	160	222
171	160	222
171	160	222
171	160	222
171	160	222
171	159	222
171	159	222
171	159	222
171	159	222
171	158	222
171	158	222
171	158	222
171	158	222
171	157	222
171	157	222
171	157	222
171	157	222
171	156	222
171	156	222
171	156	222
171	155	222
171	155	222
171	155	222
171	155	222
171	154	222
171	154	222
171	154	222
171	154	222
167	155	222
167	155	222
167	154	222
167	154	222
167	154	222
167	154	222
167	153	222
167	153	222
167	153	222
167	153	222
167	152	222
167	152	222
167	152	222
167	152	222
167	152	222
166	152	222
166	152	222
166	152	222
165	152	222
165	152	222
165	152	222
165	152	222
164	152	222
164	152	222
164	152	222
164	152	222
163	152	222
163	152	222
163	152	222
163	152	222
163	152	222
162	152	222
162	152	222
162	152	222
162	152	222
162	152	222
161	152	222
161	152	222
161	152	222
161	152	222
161	152	222
161	152	222
160	152	222
160	152	222
160	152	222
160	152	222
160	152	222
160	152	222
159	152	222
159	152	222
159	152	222
159	152	222
159	152	222
159	152	222
158	152	222
158	152	222
158	152	222
158	152	222
158	151	222
158	151	222
158	152	222
157	152	222
157	152	222
157	151	222
157	151	222
157	151	222
156	151	222
156	151	222
156	151	222
156	151	222
156	152	222
156	152	222
156	153	222
156	153	222
156	153	222
155	153	222
156	154	222
155	154	222
155	154	222
155	154	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
-16	57	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
19	157	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
92	168	222
160	160	128
95	169	222
160	160	128
97	170	222
160	160	128
97	171	222
160	160	128
97	172	222
160	160	128
98	174	222
98	175	222
99	176	222
100	177	222
100	178	222
100	180	222
100	181	222
100	183	222
101	184	222
102	185	222
101	187	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
156	165	222
156	165	222
156	165	222
156	165	222
156	165	222
157	165	222
157	165	222
157	165	222
157	165	222
157	165	222
157	165	222
157	165	222
158	165	222
158	165	222
158	165	222
158	165	222
158	165	222
158	165	222
158	165	222
158	165	222
159	165	222
159	165	222
159	165	222
159	165	222
159	165	222
159	165	222
159	165	222
159	165	222
159	165	222
